DrugName,ActiveIngredient,PageNumber,Category
Qunflox-500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon)
Qupron,Ciprofloxacin,394,Kháng sinh nhóm fluoroquinolon
Rabe,G - Rabeprazol,1228,Thuốc ức chế bơm proton
Rabefast-10,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabefast-20,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabeflex,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabefresh 20,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabegard-20,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabegil 20,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabeloc 10,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabeloc 20,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabeloc IV,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabemac 10,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabemac 20,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabemark 20,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabemed 20,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabemir 20,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabeolone,Triamcinolon,1407,Glucocorticoid
Rabepagi,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabeprazole,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabeprazole Stada,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabeprazole-Teva,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabera,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabestad 10,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabestad 20,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabetac 10,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabetac 20,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabewell-20,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabezol 10,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabezol 20,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabfess,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabicad 10,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabicad 20,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabicad I.V .,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabidus 20,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabies vaccine,Vắc xin dại,1431,Vắc xin virus bất hoạt
Rabiliv-20,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabipam,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabipril,20 - Rabeprazol,1228,Thuốc ức chế bơm proton
Rabipril-10,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabipur,Vắc xin dại,1431,Vắc xin virus bất hoạt
Rabirol 10,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabirol 20,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabodex 20,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabofar-20,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabosec-20,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabotil 20,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabozol 20,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabsun-20,Rabeprazol,1228,Thuốc ức chế bơm proton
Rab-ulcer,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabupin 10,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabupin 20,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabzix 20,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabzole-20,Rabeprazol,1228,Thuốc ức chế bơm proton
Raciper,Esomeprazol,619,Thuốc ức chế bài tiết acid dạ dày thuộc nhóm ức chế
Radin Cap.,Cefradin,366,Kháng sinh nhóm cephalosporin thế hệ 1
Radincef,Cefradin,366,Kháng sinh nhóm cephalosporin thế hệ 1
Rafin SR,Indapamid,804,Thuốc lợi tiểu - chống tăng huyết áp
Rainbrucin,Ampicilin,199,"Kháng sinh nhóm beta-lactam, phân nhóm penicilin a"
Ramezole,Rabeprazol,1228,Thuốc ức chế bơm proton
Ramidil 2.5,Ramipril,1230,Thuốc ức chế enzym chuyển angiotensin
Ramidil 5,Ramipril,1230,Thuốc ức chế enzym chuyển angiotensin
Ramigold 2.5,Ramipril,1230,Thuốc ức chế enzym chuyển angiotensin
Ramilo-5,Amlodipin,187,"Chống đau thắt ngực, chống tăng huyết áp, chất đối"
Ramipace,Ramipril,1230,Thuốc ức chế enzym chuyển angiotensin
Ramipril-1A,Ramipril,1230,Thuốc ức chế enzym chuyển angiotensin
Ramogard 20,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim
Ramol syrup,Ambroxol,175,Thuốc long đờm
Ramprozole,Rabeprazol,1228,Thuốc ức chế bơm proton
Ran fac,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Ranbeforte,Rabeprazol,1228,Thuốc ức chế bơm proton
Ranclor,Cefaclor,329,"Kháng sinh uống, nhóm cephalosporin thế hệ 2"
Raneasin Tab.,Aciclovir,114,Thuốc chống virus
Ranicid,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Raniprotect,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Ranison,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Ranistin,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Ranitan 150,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Ranitan 300,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Ranitidin 150 Glomed,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Ranitidin 300 Glomed,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Ranitidin BOSTON 150,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Ranitidin BOSTON 300,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Ranitidin DNPharm,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Ranitidin DNPharm 150,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Ranitidine,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Ranitidine “Dexa”,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Ranitidine 150,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Ranitidine 300,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Ranitidine Hydrochloride IP,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Ranocid 150,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Rantac,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Rapcizen,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2
Rapdotin,Losartan,927,Chất đối kháng thụ thể at
Rapiclav,Amoxicilin và kali clavulanat,192,Kháng sinh
Rapiclav-375,Amoxicilin và kali clavulanat,192,Kháng sinh
Rapzole,Rosiglitazon,1258,"Thuốc chống đái tháo đường typ 2, dẫn chất"
Raroxime,Cefotaxim,357,Kháng sinh cephalosporin thế hệ 3
Rascopi Inj.,Piroxicam,1160,Thuốc chống viêm không steroid (nsaid)
Raset,Itraconazol,849,Chống nấm
Rasoltan,Losartan,927,Chất đối kháng thụ thể at
Rasonix 20,Rabeprazol,1228,Thuốc ức chế bơm proton
Raspam,Cefotaxim,357,Kháng sinh cephalosporin thế hệ 3
Ratacid 150,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Ratacid 300,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Ratadil Tab,Loratadin,923,"Thuốc kháng histamin, đối kháng thụ thể h"
Raterel,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim
Ratidin F,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Raul 100,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3
Raul 200,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3
Ravelo,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3
Rawbeonal,Rabeprazol,1228,Thuốc ức chế bơm proton
Rawximcin,Celecoxib,379,Thuốc chống viêm không steroid ức chế chọn lọc
Raxadin,Imipenem và thuốc ức chế enzym,800,Kháng sinh nhóm beta-lactam
Razirax,Ribavirin,1240,Thuốc kháng virus
Razo 20,Rabeprazol,1228,Thuốc ức chế bơm proton
Razolax,Lactulose,875,Vi khuẩn sinh acid lactic
Razopral,Pantoprazol,1115,"Thuốc ức chế bơm proton, ức chế tiết acid dịch vị"
Razoxcid-20,Rabeprazol,1228,Thuốc ức chế bơm proton
R-Cin 150,Rifampicin,1245,Vitamin
R-Cin 300,Rifampicin,1245,Vitamin
Realdiron Tab.,Clopidogrel,425,Thuốc ức chế kết tập tiểu cầu
Rebetol,Ribavirin,1240,Thuốc kháng virus
Recamicina,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon)
Recipro 500,Ciprofloxacin,394,Kháng sinh nhóm fluoroquinolon
Recipro 750,Ciprofloxacin,394,Kháng sinh nhóm fluoroquinolon
Reclav 625,Amoxicilin và kali clavulanat,192,Kháng sinh
Reclav 1000,Amoxicilin và kali clavulanat,192,Kháng sinh
Reclide,Gliclazid,729,"Thuốc chống đái tháo đường, dẫn chất sulfonylurê"
Reclide MR 30,Gliclazid,729,"Thuốc chống đái tháo đường, dẫn chất sulfonylurê"
Recognile Injection,Cefamandol,339,Kháng sinh cephalosporin thế hệ 2
Recohepa Soft Cap.,Arginin,205,"Thuốc chống ung thư, thuốc ức chế aromatase"
Recosan 100,Celecoxib,379,Thuốc chống viêm không steroid ức chế chọn lọc
Recosan 200,Celecoxib,379,Thuốc chống viêm không steroid ức chế chọn lọc
Rectilax,Sorbitol,1294,Thuốc nhuận tràng thẩm thấu
Rectiofar,Glycerol,750,Các thuốc chống đông như dẫn chất cumarin hoặc dẫn chất
Redcef-DT-100,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3
Redpentin 100,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh"
Redpentin 300,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh"
Redsamax,Alendronat natri,157,Chất ức chế tiêu xương
Reducid 300,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Reetac Combipack,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2
Reetac-R,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Reetac-R 300,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Refamtyl,Fluoxetin,684,Chống trầm cảm
Rabzix 20,Rabeprazol,1228,Thuốc ức chế bơm proton
Rabzole-20,Rabeprazol,1228,Thuốc ức chế bơm proton
Raciper,Esomeprazol,619,Thuốc ức chế bài tiết acid dạ dày thuộc nhóm ức chế
Radin Cap.,Cefradin,366,Kháng sinh nhóm cephalosporin thế hệ 1
Radincef,Cefradin,366,Kháng sinh nhóm cephalosporin thế hệ 1
Rafin SR,Indapamid,804,Thuốc lợi tiểu - chống tăng huyết áp
Rainbrucin,Ampicilin,199,"Kháng sinh nhóm beta-lactam, phân nhóm penicilin a"
Ramezole,Rabeprazol,1228,Thuốc ức chế bơm proton
Ramidil 2.5,Ramipril,1230,Thuốc ức chế enzym chuyển angiotensin
Ramidil 5,Ramipril,1230,Thuốc ức chế enzym chuyển angiotensin
Ramigold 2.5,Ramipril,1230,Thuốc ức chế enzym chuyển angiotensin
Ramilo-5,Amlodipin,187,"Chống đau thắt ngực, chống tăng huyết áp, chất đối"
Ramipace,Ramipril,1230,Thuốc ức chế enzym chuyển angiotensin
Ramipril-1A,Ramipril,1230,Thuốc ức chế enzym chuyển angiotensin
Ramogard 20,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim
Ramol syrup,Ambroxol,175,Thuốc long đờm
Ramprozole,Rabeprazol,1228,Thuốc ức chế bơm proton
Ran fac,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Ranbeforte,Rabeprazol,1228,Thuốc ức chế bơm proton
Ranclor,Cefaclor,329,"Kháng sinh uống, nhóm cephalosporin thế hệ 2"
Raneasin Tab.,Aciclovir,114,Thuốc chống virus
Ranicid,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Raniprotect,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Ranison,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Ranistin,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Ranitan 150,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Ranitan 300,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Ranitidin 150 Glomed,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Ranitidin 300 Glomed,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Ranitidin BOSTON 150,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Ranitidin BOSTON 300,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Ranitidin DNPharm,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Ranitidin DNPharm 150,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Ranitidine,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Ranitidine “Dexa”,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Ranitidine 150,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Ranitidine 300,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Ranitidine Hydrochloride IP,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Ranocid 150,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Rantac,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Rapcizen,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2
Rapdotin,Losartan,927,Chất đối kháng thụ thể at
Rapiclav,Amoxicilin và kali clavulanat,192,Kháng sinh
Rapiclav-375,Amoxicilin và kali clavulanat,192,Kháng sinh
Rapzole,Rosiglitazon,1258,"Thuốc chống đái tháo đường typ 2, dẫn chất"
Raroxime,Cefotaxim,357,Kháng sinh cephalosporin thế hệ 3
Rascopi Inj.,Piroxicam,1160,Thuốc chống viêm không steroid (nsaid)
Raset,Itraconazol,849,Chống nấm
Rasoltan,Losartan,927,Chất đối kháng thụ thể at
Rasonix 20,Rabeprazol,1228,Thuốc ức chế bơm proton
Raspam,Cefotaxim,357,Kháng sinh cephalosporin thế hệ 3
Ratacid 150,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Ratacid 300,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Ratadil Tab,Loratadin,923,"Thuốc kháng histamin, đối kháng thụ thể h"
Raterel,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim
Ratidin F,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Raul 100,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3
Raul 200,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3
Ravelo,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3
Rawbeonal,Rabeprazol,1228,Thuốc ức chế bơm proton
Rawximcin,Celecoxib,379,Thuốc chống viêm không steroid ức chế chọn lọc
Raxadin,Imipenem và thuốc ức chế enzym,800,Kháng sinh nhóm beta-lactam
Razirax,Ribavirin,1240,Thuốc kháng virus
Razo 20,Rabeprazol,1228,Thuốc ức chế bơm proton
Razolax,Lactulose,875,Vi khuẩn sinh acid lactic
Razopral,Pantoprazol,1115,"Thuốc ức chế bơm proton, ức chế tiết acid dịch vị"
Razoxcid-20,Rabeprazol,1228,Thuốc ức chế bơm proton
R-Cin 150,Rifampicin,1245,Vitamin
R-Cin 300,Rifampicin,1245,Vitamin
Realdiron Tab.,Clopidogrel,425,Thuốc ức chế kết tập tiểu cầu
Rebetol,Ribavirin,1240,Thuốc kháng virus
Recamicina,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon)
Recipro 500,Ciprofloxacin,394,Kháng sinh nhóm fluoroquinolon
Recipro 750,Ciprofloxacin,394,Kháng sinh nhóm fluoroquinolon
Reclav 625,Amoxicilin và kali clavulanat,192,Kháng sinh
Reclav 1000,Amoxicilin và kali clavulanat,192,Kháng sinh
Reclide,Gliclazid,729,"Thuốc chống đái tháo đường, dẫn chất sulfonylurê"
Reclide MR 30,Gliclazid,729,"Thuốc chống đái tháo đường, dẫn chất sulfonylurê"
Recognile Injection,Cefamandol,339,Kháng sinh cephalosporin thế hệ 2
Recohepa Soft Cap.,Arginin,205,"Thuốc chống ung thư, thuốc ức chế aromatase"
Recosan 100,Celecoxib,379,Thuốc chống viêm không steroid ức chế chọn lọc
Recosan 200,Celecoxib,379,Thuốc chống viêm không steroid ức chế chọn lọc
Rectilax,Sorbitol,1294,Thuốc nhuận tràng thẩm thấu
Rectiofar,Glycerol,750,Các thuốc chống đông như dẫn chất cumarin hoặc dẫn chất
Redcef-DT-100,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3
Redpentin 100,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh"
Redpentin 300,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh"
Redsamax,Alendronat natri,157,Chất ức chế tiêu xương
Reducid 300,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Reetac Combipack,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2
Reetac-R,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Reetac-R 300,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Refamtyl,Fluoxetin,684,Chống trầm cảm
Refixime,Cefixim,351,Kháng sinh cephalosporin thế hệ 3
Refixime100,Cefixim,351,Kháng sinh cephalosporin thế hệ 3
Reformin 500,Metformin,955,Thuốc giải độc
Reformin 850,Metformin,955,Thuốc giải độc
Regadrin B,Bezafibrat,258,Thuốc chống rối loạn lipid huyết (nhóm fibrat)
Regulacid,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton"
Reinal,Flunarizin,678,Thuốc chẹn kênh calci
Relab,Albumin,152,"Thuốc tăng thể tích máu, thuốc chống tăng bilirubin"
Relcodin 30,Codein phosphat,459,Giảm đau gây ngủ và giảm ho
Relcodin 60,Codein phosphat,459,Giảm đau gây ngủ và giảm ho
Reldicef,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3
Reldicef 100,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3
Reldicef 200,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3
Relinide Tablets 1mg “Standard”,Repaglinid,1234,"Thuốc chống đái tháo đường typ 2, dẫn chất meglitinid"
Relivan,Terbutalin sulfat,1341,"Thuốc chống nấm, dẫn chất allylamin"
Relotabin,Capecitabin,306,"Thuốc chống ung thư, tiền chất của fluorouracil"
Remact-400,Piracetam,1159,Thuốc trị giun
Remact-800,Piracetam,1159,Thuốc trị giun
Remebentin 100,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh"
Remebentin 300,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh"
Remebentin 400,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh"
Remecilox 200,Ofloxacin,1076,Kháng sinh nhóm quinolon
Remeclar 250,Clarithromycin,404,Kháng sinh macrolid bán tổng hợp
Remeclar 500,Clarithromycin,404,Kháng sinh macrolid bán tổng hợp
Remedipin,Amlodipin,187,"Chống đau thắt ngực, chống tăng huyết áp, chất đối"
Remeron 30,Mirtazapin,993,Thuốc chống trầm cảm
Remeron SolTab,Mirtazapin,993,Thuốc chống trầm cảm
Reminyl,Galantamin,708,Chống sa sút trí tuệ
Remitat,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh"
Renapril,Enalapril,582,"Thuốc chống tăng huyết áp, nhóm ức chế enzym"
Renatab 10,Enalapril,582,"Thuốc chống tăng huyết áp, nhóm ức chế enzym"
Renatab 5,Enalapril,582,"Thuốc chống tăng huyết áp, nhóm ức chế enzym"
Reniate,Enalapril,582,"Thuốc chống tăng huyết áp, nhóm ức chế enzym"
Renifort,Prednisolon,1173,Thuốc chống viêm corticosteroid; glucocorticoid
Renitec,Enalapril,582,"Thuốc chống tăng huyết áp, nhóm ức chế enzym"
Repadone-2,Risperidon,1249,Thuốc chống loạn thần
Repaglinide,Repaglinid,1234,"Thuốc chống đái tháo đường typ 2, dẫn chất meglitinid"
Repamax P,Paracetamol,1118,Giảm đau; hạ sốt
Repraz-20,Rabeprazol,1228,Thuốc ức chế bơm proton
Resbate,Clopidogrel,425,Thuốc ức chế kết tập tiểu cầu
Rescuvolin,Folinat calci,694,Thuốc giải độc các thuốc đối kháng acid folic
Resdep,Risperidon,1249,Thuốc chống loạn thần
Reserpine,Reserpin,1237,Thuốc hủy thần kinh giao cảm (chống tăng huyết áp)
Resilo 25,Losartan,927,Chất đối kháng thụ thể at
Resilo 50,Losartan,927,Chất đối kháng thụ thể at
Resines,Amlodipin,187,"Chống đau thắt ngực, chống tăng huyết áp, chất đối"
Respidon-2,Risperidon,1249,Thuốc chống loạn thần
Retento 400,Piracetam,1159,Thuốc trị giun
Retiminate Tab.,Roxithromycin,1260,Kháng sinh nhóm macrolid
Retrocytin,Lamivudin,876,Thuốc kháng retrovirus và virus
Retrocytin 150,Lamivudin,876,Thuốc kháng retrovirus và virus
Reumokam,Meloxicam,940,Thuốc chống viêm không steroid
Revibra,Celecoxib,379,Thuốc chống viêm không steroid ức chế chọn lọc
Rexlar,Clarithromycin,404,Kháng sinh macrolid bán tổng hợp
Rexlar suspension,Clarithromycin,404,Kháng sinh macrolid bán tổng hợp
Reyoung Streptomycin,Streptomycin,1308,Kháng sinh nhóm aminoglycosid
Rezocip,Ciprofloxacin,394,Kháng sinh nhóm fluoroquinolon
Rezocip 750,Ciprofloxacin,394,Kháng sinh nhóm fluoroquinolon
Rezoclav,Amoxicilin và kali clavulanat,192,Kháng sinh
Rezol 20,Rabeprazol,1228,Thuốc ức chế bơm proton
r-HBvax,Vắc xin viêm gan B tái tổ hợp,1449,Vắc xin
