DrugName,ActiveIngredient,PageNumber
Ribamac,Ribavirin,1240
Ribanic 400,Ribavirin,1240
Ribanic 500,Ribavirin,1240
Ribasren,Ribavirin,1240
Ribatagin,Ribavirin,1240
Ribavin 200,Ribavirin,1240
Ribazid 400,Ribavirin,1240
Ribazid 500,Ribavirin,1240
Ribazid 600,Ribavirin,1240
Ribazole,Ribavirin,1240
Riboflex Tab,Levofloxacin,890
Ribotacin,Cefuroxim,375
Riclapen,Amoxicilin và kali clavulanat,192
Ricovir,Tenofovir,1335
Ridaflex 180,Fexofenadin hydroclorid,657
Ridaflex 60,Fexofenadin hydroclorid,657
Ridal,Risperidon,1249
Ridalfex 120,Fexofenadin hydroclorid,657
Ridecor,Budesonid,274
Ridep-2,Risperidon,1249
Ridep-4,Risperidon,1249
Ridertin 10,Loratadin,923
Ridhay,Gentamicin,722
Ridlor,Clopidogrel,425
Ridonate,Cefuroxim,375
Ridulin Dobutamine Injection USP,Dobutamin,553
Rieserstat,Propylthiouracil,1208
Rifamlife,Rifampicin,1245
Rifampicin 150,Rifampicin,1245
Rifampicin 150-SPM,Rifampicin,1245
Rifampicin 300,Rifampicin,1245
Rifampicin 300-SPM,Rifampicin,1245
Rifampicin Capsule BP,Rifampicin,1245
Rifampicin PD,Rifampicin,1245
Rifasynt,Rifampicin,1245
Rifaxon,Paracetamol,1118
Rifurox 250,Cefuroxim,375
Rigaton,Arginin,205
Rigaton-S,Arginin,205
Rigocef,Cefuroxim,375
Rigofin,Ceftriaxon,371
Rigotax,Cefotaxim,357
Rigozidim,Ceftazidim,368
Rileptid,Risperidon,1249
Rinalix-Xepa,Indapamid,804
Rinconad,Loratadin,923
Ringer lactate,Ringer lactat,1247
Ringer Lactate Intravenous Infusion,Ringer lactat,1247
Ringer Lactate Lavoisier,Ringer lactat,1247
Ringerfundin,Ringer lactat,1247
Rinofil,Desloratadin,497
Rioplaril,Enalapril,582
Ripar,Repaglinid,1234
Risabin,Amikacin,176
Riscord 2,Risperidon,1249
Risdomibe,Risperidon,1249
Risdontab 2,Risperidon,1249
Risenate,Alendronat natri,157
Risperdal,Risperidon,1249
Risperidon 2,Risperidon,1249
Risperidon Vpc 2,Risperidon,1249
Risperidone,Risperidon,1249
Risperinob-2,Risperidon,1249
Risperinob-4,Risperidon,1249
Risperon,Risperidon,1249
Risperstad 1,Risperidon,1249
Risperstad 2,Risperidon,1249
Rispertab,Risperidon,1249
Risponz 1,Risperidon,1249
Risponz 2,Risperidon,1249
Risponz 3,Risperidon,1249
Ritectin,Flunarizin,678
Rite-O-Cef 100,Cefixim,351
Rite-O-Cef 200,Cefixim,351
Rite-O-Cef dry syrup,Cefixim,351
Ritocom,Lopinavir và ritonavir,919
Ritozol,Esomeprazol,619
Rivarus,Ribavirin,1240
Rivepime,Cefepim,348
Rivex 150,Roxithromycin,1260
Rivex 300,Roxithromycin,1260
Rob Vitamin E,Alpha tocopherol,165
Robalpha,Chymotrypsin,382
Robcenat,Cefuroxim,375
Robcenat 250,Cefuroxim,375
Robcetirizin,Cetirizin hydroclorid,381
Robcipro,Ciprofloxacin,394
Robfexo,Fexofenadin hydroclorid,657
Robfixim,Cefixim,351
Robfixim 400,Cefixim,351
Robmedril 4,Methylprednisolon,969
Robmedril 16,Methylprednisolon,969
Robmelox,Meloxicam,940
Robnadol,Paracetamol,1118
Robome,Omeprazol,1080
Robsel,Acarbose,103
Robspilid,Spiramycin,1299
Rocacef,Cefoperazon natri,354
Rocalcic 50,Calcitonin,301
Rocalcic 100,Calcitonin,301
Rocamid,Loperamid,918
Rocefxon inj,Ceftriaxon,371
Rocephin,Ceftriaxon,371
Roceta,Paracetamol,1118
Roceta Extra,Paracetamol,1118
Rocexim,Cefotaxim,357
Rocimus,Tacrolimus,1321
Rocine,Spiramycin,1299
Rocinva,Spiramycin,1299
Ridaflex 180,Fexofenadin hydroclorid,657
Ridaflex 60,Fexofenadin hydroclorid,657
Ridal,Risperidon,1249
Ridalfex 120,Fexofenadin hydroclorid,657
Ridecor,Budesonid,274
Ridep-2,Risperidon,1249
Ridep-4,Risperidon,1249
Ridertin 10,Loratadin,923
Ridhay,Gentamicin,722
Ridlor,Clopidogrel,425
Ridonate,Cefuroxim,375
Ridulin Dobutamine Injection USP,Dobutamin,553
Rieserstat,Propylthiouracil,1208
Rifamlife,Rifampicin,1245
Rifampicin 150,Rifampicin,1245
Rifampicin 150-SPM,Rifampicin,1245
Rifampicin 300,Rifampicin,1245
Rifampicin 300-SPM,Rifampicin,1245
Rifampicin Capsule BP,Rifampicin,1245
Rifampicin PD,Rifampicin,1245
Rifasynt,Rifampicin,1245
Rifaxon,Paracetamol,1118
Rifurox 250,Cefuroxim,375
Rigaton,Arginin,205
Rigaton-S,Arginin,205
Rigocef,Cefuroxim,375
Rigofin,Ceftriaxon,371
Rigotax,Cefotaxim,357
Rigozidim,Ceftazidim,368
Rileptid,Risperidon,1249
Rinalix-Xepa,Indapamid,804
Rinconad,Loratadin,923
Ringer lactate,Ringer lactat,1247
Ringer Lactate Intravenous Infusion,Ringer lactat,1247
Ringer Lactate Lavoisier,Ringer lactat,1247
Ringerfundin,Ringer lactat,1247
Rinofil,Desloratadin,497
Rioplaril,Enalapril,582
Ripar,Repaglinid,1234
Risabin,Amikacin,176
Riscord 2,Risperidon,1249
Risdomibe,Risperidon,1249
Risdontab 2,Risperidon,1249
Risenate,Alendronat natri,157
Risperdal,Risperidon,1249
Risperidon 2,Risperidon,1249
Risperidon Vpc 2,Risperidon,1249
Risperidone,Risperidon,1249
Risperinob-2,Risperidon,1249
Risperinob-4,Risperidon,1249
Risperon,Risperidon,1249
Risperstad 1,Risperidon,1249
Risperstad 2,Risperidon,1249
Rispertab,Risperidon,1249
Risponz 1,Risperidon,1249
Risponz 2,Risperidon,1249
Risponz 3,Risperidon,1249
Ritectin,Flunarizin,678
Rite-O-Cef 100,Cefixim,351
Rite-O-Cef 200,Cefixim,351
Rite-O-Cef dry syrup,Cefixim,351
Ritocom,Lopinavir và ritonavir,919
Ritozol,Esomeprazol,619
Rivarus,Ribavirin,1240
Rivepime,Cefepim,348
Rivex 150,Roxithromycin,1260
Rivex 300,Roxithromycin,1260
Rob Vitamin E,Alpha tocopherol,165
Robalpha,Chymotrypsin,382
Robcenat,Cefuroxim,375
Robcenat 250,Cefuroxim,375
Robcetirizin,Cetirizin hydroclorid,381
Robcipro,Ciprofloxacin,394
Robfexo,Fexofenadin hydroclorid,657
Robfixim,Cefixim,351
Robfixim 400,Cefixim,351
Robmedril 4,Methylprednisolon,969
Robmedril 16,Methylprednisolon,969
Robmelox,Meloxicam,940
Robnadol,Paracetamol,1118
Robome,Omeprazol,1080
Robsel,Acarbose,103
Robspilid,Spiramycin,1299
Rocacef,Cefoperazon natri,354
Rocalcic 50,Calcitonin,301
Rocalcic 100,Calcitonin,301
Rocamid,Loperamid,918
Rocefxon inj,Ceftriaxon,371
Rocephin,Ceftriaxon,371
Roceta,Paracetamol,1118
Roceta Extra,Paracetamol,1118
Rocexim,Cefotaxim,357
Rocimus,Tacrolimus,1321
Rocine,Spiramycin,1299
Rocinva,Spiramycin,1299
Rocinva 3M,Spiramycin,1299
Rocsasyne,Roxithromycin,1260
Rocuronium bromide,Rocuronium bromid,1256
Rocuronium Kabi,Rocuronium bromid,1256
Rocuronium-hameln,Rocuronium bromid,1256
Rocxol,Paracetamol,1118
Rodanis,Furosemid,702
Rodeslor,Desloratadin,497
Rodilar,Dextromethorphan,508
Rofba,Perindopril,1131
Roferon-A,Interferon alfa,816
Rofine,Ceftriaxon,371
Rofizin,Arginin,205
Rofucef-500,Cefuroxim,375
Rofuoxime,Cefuroxim,375
Rogam Inj,Cefuroxim,375
Roglita,Rosiglitazon,1258
Rokzy-150,Roxithromycin,1260
Roluxe,Roxithromycin,1260
Roluxe 150,Roxithromycin,1260
Rolxexim,Cefpodoxim proxetil,363
Rom-150,Roxithromycin,1260
Romapen,Meropenem,950
Romaprolol,Bisoprolol,264
Romefok,Cefotaxim,357
Romelcox,Meloxicam,940
Romenam,Meropenem,950
Romiroxin Tab.,Roxithromycin,1260
Romofine,Gabapentin,705
Romylid,Roxithromycin,1260
Romylita,Rosiglitazon,1258
Ronadium,Alendronat natri,157
Ronaeso 20,Esomeprazol,619
Ronaeso 40,Esomeprazol,619
Ronasdo 20,Esomeprazol,619
Ronasdo 40,Esomeprazol,619
Ronem,Meropenem,950
Ronlla,Ceftriaxon,371
Ropenem,Meropenem,950
Ropiro,Cefepim,348
Roranime,Clomiphen,416
Roscef,Cetirizin hydroclorid,381
Rosiglitazone,Rosiglitazon,1258
Rosnacin,Spiramycin,1299
Rospatin 300,Gabapentin,705
Rospycin,Spiramycin,1299
Rotafaz,Cefotaxim,357
Rotapime,Cefepim,348
Rotifom,Levofloxacin,890
Rotracin,Roxithromycin,1260
Rotrixon Inj,Piroxicam,1160
Rotrizin,Cetirizin hydroclorid,381
Roustadin,Loratadin,923
ROUV AX,Vắc xin sởi,1438
Rovabiotic,Spiramycin,1299
Rovabiotic 3.0,Spiramycin,1299
Rovacent,Spiramycin,1299
Rovagi,Spiramycin,1299
Rovahadin,Spiramycin,1299
Rovajec,Ceftriaxon,371
Rovalid,Spiramycin,1299
Rovalid 3 M.I.U,Spiramycin,1299
Rovamycin,Spiramycin,1299
Rovamycine,Spiramycin,1299
Rova-NIC,Spiramycin,1299
Rovanten,Cefpodoxim proxetil,363
Rovanten Pediatric drops,Cefpodoxim proxetil,363
Rovas,Spiramycin,1299
Rowject Inj.,Ceftriaxon,371
Roxaid tab,Roxithromycin,1260
Roxantin,Spiramycin,1299
Roximol,Roxithromycin,1260
Roximreta,Cefpodoxim proxetil,363
Roxincef,Cefuroxim,375
Roxiphar,Roxithromycin,1260
Roxitel,Roxithromycin,1260
Roxithin,Roxithromycin,1260
Roxithin-150,Roxithromycin,1260
Roxithromycin 150,Roxithromycin,1260
Roxithromycin 50,Roxithromycin,1260
Roxitis-150,Roxithromycin,1260
Roxitis-50,Roxithromycin,1260
Roxl-150,Roxithromycin,1260
Roxley 150,Roxithromycin,1260
Roxnic,Acid nalidixic,134
Roxpor,Roxithromycin,1260
Roxy-150,Roxithromycin,1260
Roxylife,Roxithromycin,1260
RoxyRVN,Roxithromycin,1260
Rozcime,Roxithromycin,1260
Rozimicin,Roxithromycin,1260
Rozit- 4,Rosiglitazon,1258
RS.JEV,Vắc xin viêm não Nhật Bản bất hoạt,1451
RTflox,Levofloxacin,890
"Rubella virus vaccine, live",Vắc xin rubella,1437
Rucefdol 250,Cefuroxim,375
Rucefdol 500,Cefuroxim,375
Rucefdol 750,Cefuroxim,375
Rumocef,Cefadroxil,332
Rumycoz,Itraconazol,849
Rusartin,Valsartan,1453
Ruxict,Roxithromycin,1260
Ry-Ril,Azithromycin,227
Rytmonorm,Propafenon,1199
Ryxon-Brookes,Ceftriaxon,371
Ryzonal,Eperison hydroclorid,592
SABS,Metronidazol,979
Sabumax,Salbutamol (dùng trong hô hấp),1262
Sacboudii,Cefpodoxim proxetil,363
Sacendol E,Paracetamol,1118
Sachenyst,Nystatin,1071
Sachlard,Levofloxacin,890
Sadaclin,Clindamycin,407
Sadapron 100,Alopurinol,162
Sadapron 300,Alopurinol,162
Safepim-1000,Cefepim,348
Safetelmi 40,Telmisartan,1328
Safetelmi 80,Telmisartan,1328
Saffecine,Cefotaxim,357
Safix 100,Cefixim,351
Safix 200,Cefixim,351
Saflux 20,Fluoxetin,684
Safrox 100,Cefpodoxim proxetil,363
Sagacoxib 100,Celecoxib,379
Sagacoxib 200,Celecoxib,379
Sagafixim 100,Cefixim,351
Sagafixim 100 DT,Cefixim,351
Sagafixim 200,Cefixim,351
Sagafosa-10,Alendronat natri,157
Sagafosa-70,Alendronat natri,157
Sagamome,Mometason furoat,1003
Sagaome,Omeprazol,1080
Sagarab 20,Rabeprazol,1228
Sagasartan-V 160,Valsartan,1453
Sagofene,Natri thiosulfat,1034
Sagolium-M,Domperidon,559
Sakuzyal,Oxcarbazepin,1096
Salbid-2,Salbutamol (dùng trong hô hấp),1262
Salbucare,Salbutamol (dùng trong hô hấp),1262
Salbufar,Salbutamol (dùng trong hô hấp),1262
Salbules,Salbutamol (dùng trong hô hấp),1262
Salbuthepharm,Salbutamol (dùng trong hô hấp),1262
Salbutral,Salbutamol (dùng trong hô hấp),1262
Salgad,Fluconazol,666
Salicylic acid,Acid salicylic,137
Salmocalcin,Calcitonin,301
Salsacam,Meloxicam,940
Salvent,Salbutamol (dùng trong hô hấp),1262
Samaxon,Ceftriaxon,371
Samchundangcipmax eye drops,Ciprofloxacin,394
Samchundangroxime,Cefuroxim,375
Samchundangroxime Inj,Cefuroxim,375
Samchundangtoracin,Tobramycin,1392
Samchungdangdipro,Gliclazid,729
Samfixime sachet,Cefixim,351
Samgrel,Clopidogrel,425
Saminlac,Diclofenac,515
Samjin Trizon,Ceftriaxon,371
Samlo-5,Amlodipin,187
Sampine,Amlodipin,187
Samtoxim,Cefotaxim,357
Samtron,Ondansetron,1082
Samzin,Ceftazidim,368
Sanaperol 20,Rabeprazol,1228
Sanbeclaneksi,Amoxicilin và kali clavulanat,192
Sanbelevocin,Levofloxacin,890
Sanbemerosan,Meropenem,950
Sanbemerosan 0.5,Meropenem,950
Sanbepelastin,Imipenem và thuốc ức chế enzym,800
Sanbeproanes,Propofol,1201
Sanbesanexon,Methylprednisolon,969
Sancefur,Cefuroxim,375
Sancher,Ribavirin,1240
RTflox,Levofloxacin,890
"Rubella virus vaccine, live",Vắc xin rubella,1437
Rucefdol 250,Cefuroxim,375
Rucefdol 500,Cefuroxim,375
Rucefdol 750,Cefuroxim,375
Rumocef,Cefadroxil,332
Rumycoz,Itraconazol,849
Rusartin,Valsartan,1453
Ruxict,Roxithromycin,1260
Ry-Ril,Azithromycin,227
Rytmonorm,Propafenon,1199
Ryxon-Brookes,Ceftriaxon,371
Ryzonal,Eperison hydroclorid,592
SABS,Metronidazol,979
Sabumax,Salbutamol (dùng trong hô hấp),1262
Sacboudii,Cefpodoxim proxetil,363
Sacendol E,Paracetamol,1118
Sachenyst,Nystatin,1071
Sachlard,Levofloxacin,890
Sadaclin,Clindamycin,407
Sadapron 100,Alopurinol,162
Sadapron 300,Alopurinol,162
Safepim-1000,Cefepim,348
Safetelmi 40,Telmisartan,1328
Safetelmi 80,Telmisartan,1328
Saffecine,Cefotaxim,357
Safix 100,Cefixim,351
Safix 200,Cefixim,351
Saflux 20,Fluoxetin,684
Safrox 100,Cefpodoxim proxetil,363
Sagacoxib 100,Celecoxib,379
Sagacoxib 200,Celecoxib,379
Sagafixim 100,Cefixim,351
Sagafixim 100 DT,Cefixim,351
Sagafixim 200,Cefixim,351
Sagafosa-10,Alendronat natri,157
Sagafosa-70,Alendronat natri,157
Sagamome,Mometason furoat,1003
Sagaome,Omeprazol,1080
Sagarab 20,Rabeprazol,1228
Sagasartan-V 160,Valsartan,1453
Sagofene,Natri thiosulfat,1034
Sagolium-M,Domperidon,559
Sakuzyal,Oxcarbazepin,1096
Salbid-2,Salbutamol (dùng trong hô hấp),1262
Salbucare,Salbutamol (dùng trong hô hấp),1262
Salbufar,Salbutamol (dùng trong hô hấp),1262
Salbules,Salbutamol (dùng trong hô hấp),1262
Salbuthepharm,Salbutamol (dùng trong hô hấp),1262
Salbutral,Salbutamol (dùng trong hô hấp),1262
Salgad,Fluconazol,666
Salicylic acid,Acid salicylic,137
Salmocalcin,Calcitonin,301
Salsacam,Meloxicam,940
Salvent,Salbutamol (dùng trong hô hấp),1262
Samaxon,Ceftriaxon,371
Samchundangcipmax eye drops,Ciprofloxacin,394
Samchundangroxime,Cefuroxim,375
Samchundangroxime Inj,Cefuroxim,375
Samchundangtoracin,Tobramycin,1392
Samchungdangdipro,Gliclazid,729
Samfixime sachet,Cefixim,351
Samgrel,Clopidogrel,425
Saminlac,Diclofenac,515
Samjin Trizon,Ceftriaxon,371
Samlo-5,Amlodipin,187
Sampine,Amlodipin,187
Samtoxim,Cefotaxim,357
Samtron,Ondansetron,1082
Samzin,Ceftazidim,368
Sanaperol 20,Rabeprazol,1228
Sanbeclaneksi,Amoxicilin và kali clavulanat,192
Sanbelevocin,Levofloxacin,890
Sanbemerosan,Meropenem,950
Sanbemerosan 0.5,Meropenem,950
Sanbepelastin,Imipenem và thuốc ức chế enzym,800
Sanbeproanes,Propofol,1201
Sanbesanexon,Methylprednisolon,969
Sancefur,Cefuroxim,375
Sancher,Ribavirin,1240
Sancinor,Cefepim,348
Sanclary,Clarithromycin,404
Sandimmun,Ciclosporin,383
Sandimmun Neoral,Ciclosporin,383
Sandostatin,Octreotid acetat,1072
Sandroxil,Cefadroxil,332
Sanfetil 100,Cefpodoxim proxetil,363
Sanfetil 200,Cefpodoxim proxetil,363
Sanfetil sachet,Cefpodoxim proxetil,363
Sanflox,Levofloxacin,890
Sanfocef 500,Cefuroxim,375
Sanfocef sachet,Cefuroxim,375
Sanmero,Meropenem,950
Sanmica,Amikacin,176
Sanosat Inj.,Metronidazol,979
Sanoxetil-250,Cefuroxim,375
Sanoxetil-500,Cefuroxim,375
Sansforan,Cefotaxim,357
Santax,Cefotaxim,357
Santazid,Ceftazidim,368
Santazid Plus,Ceftazidim,368
Santifex-100,Cefixim,351
Santifex100 Sachet,Cefixim,351
Santifex-200,Cefixim,351
Santifex-50,Cefixim,351
Santovir,Aciclovir,114
Santoxon-1000,Ceftriaxon,371
Sanuflox,Levofloxacin,890
Sanuzo,Itraconazol,849
Sanxif,Ceftriaxon,371
Sapdox 100,Cefpodoxim proxetil,363
Sapdox 200,Cefpodoxim proxetil,363
Sara,Paracetamol,1118
Sara for children,Paracetamol,1118
Sarariz,Flunarizin,678
Sarinex,Celecoxib,379
Sarocef Dry Syrup,Cefaclor,329
Sartanim,Losartan,927
Sartanpo,Losartan,927
Sartinlo-25,Losartan,927
Sarufone,Sucralfat,1310
Sa-Ryum,Flunarizin,678
Sastan 25,Losartan,927
Sastan 50,Losartan,927
SaVi Acarbose 25,Acarbose,103
SaVi Acetylcystein 200,Acetylcystein,111
SaVi Albendazol 200,Albendazol,150
Savi Alendronate,Alendronat natri,157
SA VI Amlod,Amlodipin,187
Savi Amlod 5,Amlodipin,187
chế HMG,CoA reductase,285
HMG,CoA reductase,285
SaVi Azit,Azithromycin,227
SaVi Betaxolol 10,Betaxolol,254
SaVi Betaxolol 20,Betaxolol,254
SaVi Carvedilol 12.5,Carvedilol,327
SaVi Carvedilol 3.125,Carvedilol,327
Savi Celecoxib,Celecoxib,379
SaVi Colchicine 1,Colchicin,461
SaVi Dogrel,Clopidogrel,425
SaVi Donepezil 3,Donepezil hydroclorid,560
SaVi Donepezil 5,Donepezil hydroclorid,560
SaVi Donepezil 10,Donepezil hydroclorid,560
SaVi Famotidine 10,Famotidin,648
Savi Fenofibrat 100M,Fenofibrat,652
Savi Fenofibrat 200M,Fenofibrat,652
Savi Fenofibrat 300M,Fenofibrat,652
HMG,CoA reductase,285
SaVi Gemfibrozil 600,Gemfibrozil,718
SaVi Glipizide,Glipizid,733
SaVi Irbesartan 75,Irbesartan,835
SaVi Irbesartan 150,Irbesartan,835
SaVi Lamivudine 100,Lamivudin,876
SaVi Lamivudine 150,Lamivudin,876
SA VI Lansoprazole 30,Lansoprazol,879
Savi Laprol 10,Enalapril,582
Savi Laprol 20,Enalapril,582
Savi Laprol 5,Enalapril,582
SaVi Lisinopril 10,Lisinopril,910
SaVi Lora 10,Loratadin,923
SaVi Losartan 50,Losartan,927
SaVi Losartan 100,Losartan,927
SaVi Mesalazine 500,Mesalazin,952
Savi metformin 1000,Metformin,955
SaVi Metformin 500,Metformin,955
Savi metformin 850,Metformin,955
SaVi Metoclopramide 10,Metoclopramid,973
SaVi Olanzapine 10,Olanzapin,1077
SaVi Olanzapine 5,Olanzapin,1077
SaVi Para 500,Paracetamol,1118
SA VI Paracetamol 80,Paracetamol,1118
Savi Paracetamol 150,Paracetamol,1118
SA VI Paracetamol 500,Paracetamol,1118
Savi Paracetamol 650,Paracetamol,1118
SaVi Pioglitazone 45,Pioglitazon,1151
"Savi prolol 2,5",Bisoprolol,264
"Savi prolol 5,0",Bisoprolol,264
Savi Prolol 10,Bisoprolol,264
SaVi Rabeprazole 20,Rabeprazol,1228
SaVi Ranitidine 300,Ranitidin,1232
Savi Secnidazol 500,Secnidazol,1277
SaVi Tenofovir 150,Tenofovir,1335
SaVi Tenofovir 300,Tenofovir,1335
SA VI Trimetazidine,Trimetazidin,1412
SaVi Trimetazidine 20,Trimetazidin,1412
SaVi Trimetazidine 35 MR,Trimetazidin,1412
SaVi Valsartan 160,Valsartan,1453
SaVi Zolpidem 10,Zolpidem,1493
SaViBromyst,Acetylcystein,111
SA VIBroxol 30,Ambroxol,175
SaViCertiryl,Cetirizin hydroclorid,381
SaViCipro,Ciprofloxacin,394
SaViDeslo,Desloratadin,497
Savidome,Domperidon,559
Savidopril 2,Perindopril,1131
Savidopril 4,Perindopril,1131
Savidopril 8,Perindopril,1131
SaViDronat,Desloratadin,497
SaViFexo 60,Fexofenadin hydroclorid,657
Savilaprol 5,Enalapril,582
SaViLevo,Levofloxacin,890
Savilope,Loperamid,918
SaViLope 2,Loperamid,918
Saviloxic,Meloxicam,940
Saviloxic 15,Meloxicam,940
SaViPara 1000,Paracetamol,1118
SA VIPiride 2,Glimepirid,731
Savipiride 4,Glimepirid,731
Saviroxim 250,Cefuroxim,375
Saviroxim 500,Cefuroxim,375
Savisang,Alverin citrat,172
SaViZentac,Ranitidin,1232
Saxtel,Cefotaxim,357
Sazith-250,Azithromycin,227
Sbob,Loperamid,918
Scanax 500,Ciprofloxacin,394
Scandonest 3% Plain,Mepivacain,945
SCD Cefaclor,Cefaclor,329
SCD Cefradine,Cefradin,366
SCD Ciprofloxacin,Ciprofloxacin,394
Schazoo Fluticasone,Fluticason propionat,691
Schtazol injection,Cefazolin,343
Schucasid,Cefradin,366
SCI-B-V AC,Vắc xin viêm gan B tái tổ hợp,1449
Scocef,Cefuroxim,375
Scodazol,Metronidazol,979
Scodilol,Carvedilol,327
Scomik,Amikacin,176
Scoroxim,Cefuroxim,375
Scotrasix,Itraconazol,849
Scratsuspension “Standard”,Sucralfat,1310
Seachirox,Levothyroxin,900
Sebast,20 - Omeprazol,1080
Secef,Cefixim,351
Secgentin 500,Secnidazol,1277
Secgentin 1000,Secnidazol,1277
Secnidaz,Secnidazol,1277
Secnidazole,Secnidazol,1277
Secnipro,Celecoxib,379
Secnipro 200,Celecoxib,379
Secnol,Secnidazol,1277
Sectral,Acebutolol,104
Seczolin,Secnidazol,1277
Sedacid,Lansoprazol,879
Sedno,Desloratadin,497
Sedtyl,Desloratadin,497
Sedupam,Diazepam,513
Seduxen,Diazepam,513
Sefmal,Tramadol hydroclorid,1400
Sefmeloc 50,Atenolol,219
Sefmeloc 100,Atenolol,219
Sefonramid,Ceftazidim,368
Selbako 100,Cefpodoxim proxetil,363
Selbako 200,Cefpodoxim proxetil,363
Selecap 200,Celecoxib,379
Selegiline,Selegilin,1278
Selemycin,Amikacin,176
Selenium sulfide,Selen sulfid,1282
Selk-C Inj,Acid tranexamic,139
Sencef Injection,Cefuroxim,375
Senitram,Ampicilin và sulbactam,201
Sensinil,Lidocain,903
Sensoderm,Clobetasol propionat,411
SaVi Olanzapine 5,Olanzapin,1077
SaVi Para 500,Paracetamol,1118
SA VI Paracetamol 80,Paracetamol,1118
Savi Paracetamol 150,Paracetamol,1118
SA VI Paracetamol 500,Paracetamol,1118
Savi Paracetamol 650,Paracetamol,1118
SaVi Pioglitazone 45,Pioglitazon,1151
"Savi prolol 2,5",Bisoprolol,264
"Savi prolol 5,0",Bisoprolol,264
Savi Prolol 10,Bisoprolol,264
SaVi Rabeprazole 20,Rabeprazol,1228
SaVi Ranitidine 300,Ranitidin,1232
Savi Secnidazol 500,Secnidazol,1277
SaVi Tenofovir 150,Tenofovir,1335
SaVi Tenofovir 300,Tenofovir,1335
SA VI Trimetazidine,Trimetazidin,1412
SaVi Trimetazidine 20,Trimetazidin,1412
SaVi Trimetazidine 35 MR,Trimetazidin,1412
SaVi Valsartan 160,Valsartan,1453
SaVi Zolpidem 10,Zolpidem,1493
SaViBromyst,Acetylcystein,111
SA VIBroxol 30,Ambroxol,175
SaViCertiryl,Cetirizin hydroclorid,381
SaViCipro,Ciprofloxacin,394
SaViDeslo,Desloratadin,497
Savidome,Domperidon,559
Savidopril 2,Perindopril,1131
Savidopril 4,Perindopril,1131
Savidopril 8,Perindopril,1131
SaViDronat,Desloratadin,497
SaViFexo 60,Fexofenadin hydroclorid,657
Savilaprol 5,Enalapril,582
SaViLevo,Levofloxacin,890
Savilope,Loperamid,918
SaViLope 2,Loperamid,918
Saviloxic,Meloxicam,940
Saviloxic 15,Meloxicam,940
SaViPara 1000,Paracetamol,1118
SA VIPiride 2,Glimepirid,731
Savipiride 4,Glimepirid,731
Saviroxim 250,Cefuroxim,375
Saviroxim 500,Cefuroxim,375
Savisang,Alverin citrat,172
SaViZentac,Ranitidin,1232
Saxtel,Cefotaxim,357
Sazith-250,Azithromycin,227
Sbob,Loperamid,918
Scanax 500,Ciprofloxacin,394
Scandonest 3% Plain,Mepivacain,945
SCD Cefaclor,Cefaclor,329
SCD Cefradine,Cefradin,366
SCD Ciprofloxacin,Ciprofloxacin,394
Schazoo Fluticasone,Fluticason propionat,691
Schtazol injection,Cefazolin,343
Schucasid,Cefradin,366
SCI-B-V AC,Vắc xin viêm gan B tái tổ hợp,1449
Scocef,Cefuroxim,375
Scodazol,Metronidazol,979
Scodilol,Carvedilol,327
Scomik,Amikacin,176
Scoroxim,Cefuroxim,375
Scotrasix,Itraconazol,849
Scratsuspension “Standard”,Sucralfat,1310
Seachirox,Levothyroxin,900
Sebast,20 - Omeprazol,1080
Secef,Cefixim,351
Secgentin 500,Secnidazol,1277
Secgentin 1000,Secnidazol,1277
Secnidaz,Secnidazol,1277
Secnidazole,Secnidazol,1277
Secnipro,Celecoxib,379
Secnipro 200,Celecoxib,379
Secnol,Secnidazol,1277
Sectral,Acebutolol,104
Seczolin,Secnidazol,1277
Sedacid,Lansoprazol,879
Sedno,Desloratadin,497
Sedtyl,Desloratadin,497
Sedupam,Diazepam,513
Seduxen,Diazepam,513
Sefmal,Tramadol hydroclorid,1400
Sefmeloc 50,Atenolol,219
Sefmeloc 100,Atenolol,219
Sefonramid,Ceftazidim,368
Selbako 100,Cefpodoxim proxetil,363
Selbako 200,Cefpodoxim proxetil,363
Selecap 200,Celecoxib,379
Selegiline,Selegilin,1278
Selemycin,Amikacin,176
Selenium sulfide,Selen sulfid,1282
Selk-C Inj,Acid tranexamic,139
Sencef Injection,Cefuroxim,375
Senitram,Ampicilin và sulbactam,201
Sensinil,Lidocain,903
Sensoderm,Clobetasol propionat,411
Sentipec,Cetirizin hydroclorid,381
Sentor,Losartan,927
Seoba,Piracetam,1159
Seofen Inj,Ceftriaxon,371
Seoka Cap.,Cefixim,351
Seonar,Flunarizin,678
Seonar cap.,Flunarizin,678
Seonelxime Inj,Cefotaxim,357
Seotina Tab,Captopril,314
Seozec,Ciprofloxacin,394
Seozital,Ceftazidim,368
Seozym Cap.,Cefixim,351
Sepdom,Cefpodoxim proxetil,363
Sepratis,Ciprofloxacin,394
Septomux 100,Cefpodoxim proxetil,363
Septomux 200,Cefpodoxim proxetil,363
Sepy-O-100,Cefpodoxim proxetil,363
Sepy-O-200,Cefpodoxim proxetil,363
Seracop,Ceftazidim,368
Serapid capsule,Flunarizin,678
Serenata-100,Sertralin,1283
Sernal,Risperidon,1249
Sernal,4 - Risperidon,1249
Serofur Inj.,Cefuroxim,375
Serophene,Clomiphen,416
Sertil 25,Sertralin,1283
