DrugName,ActiveIngredient,PageNumber,Category,Is_Prescription
Piotaz 30,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
PIOZ,15 - Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
Pioz 30,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
Piozulin 15,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
Piozulin 30,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
Pip Acid,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Pipanzin,Pantoprazol,1115,"Thuốc ức chế bơm proton, ức chế tiết acid dịch vị",False
Pipanzin Caps,Pantoprazol,1115,"Thuốc ức chế bơm proton, ức chế tiết acid dịch vị",False
Pipanzin Inj,Pantoprazol,1115,"Thuốc ức chế bơm proton, ức chế tiết acid dịch vị",False
Pipecuronium bromide,Pipecuronium bromid,1154,Thuốc chẹn thần kinh - cơ,False
Piperacilin VCP,Piperacilin,1155,Thuốc chẹn thần kinh - cơ,False
Piperazine,Piperazin,1158,Thuốc trị giun,False
Pipolphen,Promethazin hydroclorid,1196,Kháng histamin (thụ thể h,False
Piracefti,Piracetam,1159,Thuốc trị giun,False
Piracefti 400,Piracetam,1159,Thuốc trị giun,False
Piracetam 1200 Glomed,Piracetam,1159,Thuốc trị giun,False
Piracetam 400,Piracetam,1159,Thuốc trị giun,False
Piracetam 400 Glomed,Piracetam,1159,Thuốc trị giun,False
Piracetam 800 Glomed,Piracetam,1159,Thuốc trị giun,False
Piracetam Cap.,Piracetam,1159,Thuốc trị giun,False
Piracetam Meyer,Piracetam,1159,Thuốc trị giun,False
Piracetam Stada,Piracetam,1159,Thuốc trị giun,False
Piracetam-Egis,Piracetam,1159,Thuốc trị giun,False
Piracetam-Egis,Piracetam,1159,Thuốc trị giun,False
Piractim,Piracetam,1159,Thuốc trị giun,False
Piranject Inj,Piracetam,1159,Thuốc trị giun,False
Pirapon,Piracetam,1159,Thuốc trị giun,False
Pirasul,Sulpirid,1314,Thuốc chống loạn thần,False
Piratab,Piracetam,1159,Thuốc trị giun,False
Piraxis,Piracetam,1159,Thuốc trị giun,False
Pirazem Cap.,Piracetam,1159,Thuốc trị giun,False
PirideSaVi 2,Glimepirid,731,"Thuốc chống đái tháo đường, dẫn chất sulfonylurê",False
Pirimas Inj.,Piracetam,1159,Thuốc trị giun,False
Piromax,Piroxicam,1160,Thuốc chống viêm không steroid (nsaid),False
Pirorheum 20 Tabs,Piroxicam,1160,Thuốc chống viêm không steroid (nsaid),False
Pirovacin,Spiramycin,1299,Kháng sinh (aminocyclitol),False
Pirovacin sachet,Spiramycin,1299,Kháng sinh (aminocyclitol),False
Piroxicam capsules USP,Piroxicam,1160,Thuốc chống viêm không steroid (nsaid),False
Piroxicam MKP,Piroxicam,1160,Thuốc chống viêm không steroid (nsaid),False
Piroxicam Stada,Piroxicam,1160,Thuốc chống viêm không steroid (nsaid),False
Pisul,Sulpirid,1314,Thuốc chống loạn thần,False
Pitamcap,Piracetam,1159,Thuốc trị giun,False
Pitocin,Oxytocin,1104,Thuốc thúc đẻ -  hormon thùy sau tuyến yên,False
Pitucel,Propylthiouracil,1208,"Thuốc kháng giáp, dẫn chất thiourê",False
Pivalone,Tixocortol pivalat,1389,"Thuốc kháng muscarinic, làm giãn phế quản tác dụng",False
Pivesyl 4,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
Pivesyl 8,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
Pivesyl plus,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
Pizar,Ivermectin,851,Thuốc chống giun sán,False
Pizar-3,Ivermectin,851,Thuốc chống giun sán,False
Pizar-6,Ivermectin,851,Thuốc chống giun sán,False
Pizulen,Meropenem,950,"Kháng sinh nhóm carbapenem, họ beta-lactam",False
PL Flocix,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Placarbo,Carboplatin,325,"Thuốc chống ung thư, hợp chất có platin",False
Picaroxin,Ciprofloxacin,394,Kháng sinh nhóm fluoroquinolon,False
Picencap,Piracetam,1159,Thuốc trị giun,False
Picenrox Cap.,Ribavirin,1240,Thuốc kháng virus,False
Picentab,Piracetam,1159,Thuốc trị giun,False
Picentam,Piracetam,1159,Thuốc trị giun,False
Picilox 200mg inj,Ciprofloxacin,394,Kháng sinh nhóm fluoroquinolon,False
Picymuc,Acetylcystein,111,Thuốc tiêu chất nhày; thuốc giải độc (quá liều,False
Pidione,Ketoprofen,865,Thuốc chống viêm không steroid (nsaid),False
Pidocar,Clopidogrel,425,Thuốc ức chế kết tập tiểu cầu,False
Pidogrel,Clopidogrel,425,Thuốc ức chế kết tập tiểu cầu,False
Pidolap,Clopidogrel,425,Thuốc ức chế kết tập tiểu cầu,False
Pietram,Piracetam,1159,Thuốc trị giun,False
Pifodia,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
Pilafix,Lamivudin,876,Thuốc kháng retrovirus và virus,False
Pilifase 15,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
Pilocarpine,Pilocarpin,1149,Thuốc kích thích hệ cholinergic; thuốc kích thích hệ,False
Pilocarpine hydrochloride,Pilocarpin,1149,Thuốc kích thích hệ cholinergic; thuốc kích thích hệ,False
Pilrab 20,Rabeprazol,1228,Thuốc ức chế bơm proton,False
Pimenem,Meropenem,950,"Kháng sinh nhóm carbapenem, họ beta-lactam",False
Pimeran,Metoclopramid,973,Chống nôn,False
Pimicin,Spiramycin,1299,Kháng sinh (aminocyclitol),False
Pimoint,Piroxicam,1160,Thuốc chống viêm không steroid (nsaid),False
Pinadine Inj,Neostigmin,1039,Kháng sinh nhóm aminoglycosid,False
Pintomen,Flunarizin,678,Thuốc chẹn kênh calci,False
Pioglitazone,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
Pioglitazone Stada,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
Pioglite,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
Piolazin 15,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
Piolazin 30,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
Piolet-15,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
Piolet-30,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
Piolitan 15,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
Piolitan 30,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
Piopod 15,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
Piopod 30,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
Piopod 45,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
Piotaz 15,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
Piotaz 30,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
PIOZ,15 - Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
Pioz 30,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
Piozulin 15,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
Piozulin 30,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
Pip Acid,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Pipanzin,Pantoprazol,1115,"Thuốc ức chế bơm proton, ức chế tiết acid dịch vị",False
Pipanzin Caps,Pantoprazol,1115,"Thuốc ức chế bơm proton, ức chế tiết acid dịch vị",False
Pipanzin Inj,Pantoprazol,1115,"Thuốc ức chế bơm proton, ức chế tiết acid dịch vị",False
Pipecuronium bromide,Pipecuronium bromid,1154,Thuốc chẹn thần kinh - cơ,False
Piperacilin VCP,Piperacilin,1155,Thuốc chẹn thần kinh - cơ,False
Piperazine,Piperazin,1158,Thuốc trị giun,False
Pipolphen,Promethazin hydroclorid,1196,Kháng histamin (thụ thể h,False
Piracefti,Piracetam,1159,Thuốc trị giun,False
Piracefti 400,Piracetam,1159,Thuốc trị giun,False
Piracetam 1200 Glomed,Piracetam,1159,Thuốc trị giun,False
Piracetam 400,Piracetam,1159,Thuốc trị giun,False
Piracetam 400 Glomed,Piracetam,1159,Thuốc trị giun,False
Piracetam 800 Glomed,Piracetam,1159,Thuốc trị giun,False
Piracetam Cap.,Piracetam,1159,Thuốc trị giun,False
Piracetam Meyer,Piracetam,1159,Thuốc trị giun,False
Piracetam Stada,Piracetam,1159,Thuốc trị giun,False
Piracetam-Egis,Piracetam,1159,Thuốc trị giun,False
Piracetam-Egis,Piracetam,1159,Thuốc trị giun,False
Piractim,Piracetam,1159,Thuốc trị giun,False
Piranject Inj,Piracetam,1159,Thuốc trị giun,False
Pirapon,Piracetam,1159,Thuốc trị giun,False
Pirasul,Sulpirid,1314,Thuốc chống loạn thần,False
Piratab,Piracetam,1159,Thuốc trị giun,False
Piraxis,Piracetam,1159,Thuốc trị giun,False
Pirazem Cap.,Piracetam,1159,Thuốc trị giun,False
PirideSaVi 2,Glimepirid,731,"Thuốc chống đái tháo đường, dẫn chất sulfonylurê",False
Pirimas Inj.,Piracetam,1159,Thuốc trị giun,False
Piromax,Piroxicam,1160,Thuốc chống viêm không steroid (nsaid),False
Pirorheum 20 Tabs,Piroxicam,1160,Thuốc chống viêm không steroid (nsaid),False
Pirovacin,Spiramycin,1299,Kháng sinh (aminocyclitol),False
Pirovacin sachet,Spiramycin,1299,Kháng sinh (aminocyclitol),False
Piroxicam capsules USP,Piroxicam,1160,Thuốc chống viêm không steroid (nsaid),False
Piroxicam MKP,Piroxicam,1160,Thuốc chống viêm không steroid (nsaid),False
Piroxicam Stada,Piroxicam,1160,Thuốc chống viêm không steroid (nsaid),False
Pisul,Sulpirid,1314,Thuốc chống loạn thần,False
Pitamcap,Piracetam,1159,Thuốc trị giun,False
Pitocin,Oxytocin,1104,Thuốc thúc đẻ -  hormon thùy sau tuyến yên,False
Pitucel,Propylthiouracil,1208,"Thuốc kháng giáp, dẫn chất thiourê",False
Pivalone,Tixocortol pivalat,1389,"Thuốc kháng muscarinic, làm giãn phế quản tác dụng",False
Pivesyl 4,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
Pivesyl 8,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
Pivesyl plus,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
Pizar,Ivermectin,851,Thuốc chống giun sán,False
Pizar-3,Ivermectin,851,Thuốc chống giun sán,False
Pizar-6,Ivermectin,851,Thuốc chống giun sán,False
Pizulen,Meropenem,950,"Kháng sinh nhóm carbapenem, họ beta-lactam",False
PL Flocix,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Placarbo,Carboplatin,325,"Thuốc chống ung thư, hợp chất có platin",False
Plafirin,Clopidogrel,425,Thuốc ức chế kết tập tiểu cầu,False
Plagentyl,Secnidazol,1277,"Thuốc chống đái tháo đường, nhóm ức chế dipeptidyl",False
Plagril,Clopidogrel,425,Thuốc ức chế kết tập tiểu cầu,False
Plahasan,Clopidogrel,425,Thuốc ức chế kết tập tiểu cầu,False
Planovir,Tenofovir,1335,Thuốc kháng retrovirus,False
Plariche,Glibenclamid,727,Thuốc chống đái tháo đường nhóm sulfonylurê,False
Plaslloid,Acid aminocaproic,119,Thuốc kháng tiêu fibrin (thuốc cầm máu),False
Platfree,Clopidogrel,425,Thuốc ức chế kết tập tiểu cầu,False
Platilog,Clopidogrel,425,Thuốc ức chế kết tập tiểu cầu,False
Platosin,Cisplatin,400,Thuốc hóa trị liệu chống ung thư,False
Plavix,Clopidogrel,425,Thuốc ức chế kết tập tiểu cầu,False
Plaxel 100,Paclitaxel,1105,Thuốc thúc đẻ -  hormon thùy sau tuyến yên,False
Plaxel 30,Paclitaxel,1105,Thuốc thúc đẻ -  hormon thùy sau tuyến yên,False
Pleamod-10,Amlodipin,187,"Chống đau thắt ngực, chống tăng huyết áp, chất đối",False
Pleamod-5,Amlodipin,187,"Chống đau thắt ngực, chống tăng huyết áp, chất đối",False
Plendil,Felodipin,650,Thuốc chẹn kênh calci (điều trị tăng huyết áp),False
Plenmoxi,Moxifloxacin hydroclorid,1011,Kháng sinh  nhóm fluoroquinolon,False
Pletaal,Cilostazol,388,"Thuốc ức chế kết tập tiểu cầu và giãn mạch, thuốc ức",False
Pletin,Paracetamol,1118,Giảm đau; hạ sốt,False
Pletinark-150,Ranitidin,1232,Đối kháng thụ thể h2 histamin,False
Pletrox,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,False
Plofed,Propofol,1201,"Thuốc mê, thuốc an thần",False
Plogrel,Clopidogrel,425,Thuốc ức chế kết tập tiểu cầu,False
Plono 40,Methylprednisolon,969,Thuốc glucocorticoid tổng hợp,False
P-Mol,Paracetamol,1118,Giảm đau; hạ sốt,False
pms-Ofloxacin,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
HMG,CoA reductase,285,"Chống co thắt, kháng muscarinic",False
pms-Azimax,Azithromycin,227,Thuốc kháng sinh,False
pms-Bvit1,Thiamin,1363,Vitamin,False
pms-Cefadroxil,Cefadroxil,332,Kháng sinh nhóm cephalosporin thế hệ 1,False
pms-Cetirizine 10,Cetirizin hydroclorid,381,Kháng histamin; đối kháng thụ thể h,False
pms-Chlorpheniramin,Clorpheniramin,445,"Thuốc kháng histamin, thế hệ thứ nhất",False
pms-Ciprofloxacin,Ciprofloxacin,394,Kháng sinh nhóm fluoroquinolon,False
Pms-Claminat,Amoxicilin và kali clavulanat,192,Kháng sinh,False
pms-Clarithromycin,Clarithromycin,404,Kháng sinh macrolid bán tổng hợp,False
pms-Dexipharm,Dextromethorphan,508,Giảm ho khan,False
pms-Dexipharm 15,Dextromethorphan,508,Giảm ho khan,False
pms-Doxyclin,Doxycyclin,573,Kháng sinh nhóm tetracyclin,False
PMS-Fluoxetine,Fluoxetin,684,Chống trầm cảm,False
pms-Imeclor,Cefaclor,329,"Kháng sinh uống, nhóm cephalosporin thế hệ 2",False
pms-Imedroxil,Cefadroxil,332,Kháng sinh nhóm cephalosporin thế hệ 1,False
pms-Imelazide,Gliclazid,729,"Thuốc chống đái tháo đường, dẫn chất sulfonylurê",False
pms-Imephase,Metformin,955,Thuốc giải độc,False
pms-Indapamide,Indapamid,804,Thuốc lợi tiểu - chống tăng huyết áp,False
pms-Lansoprazol 30,Lansoprazol,879,"Thuốc ức chế tiết acid dịch vị, thuốc ức chế bơm proton",False
pms-Lipisans 200,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
pms-Lipisans 300,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
pms-Lopradium,Loperamid,918,Thuốc trị ỉa chảy,False
pms-Loratadin,Loratadin,923,"Thuốc kháng histamin, đối kháng thụ thể h",False
pms-Mexcold,Paracetamol,1118,Giảm đau; hạ sốt,False
pms-Mexcold 150,Paracetamol,1118,Giảm đau; hạ sốt,False
pms-Mexcold 200,Paracetamol,1118,Giảm đau; hạ sốt,False
pms-Mexcold 500,Paracetamol,1118,Giảm đau; hạ sốt,False
pms-Mexcold 650,Paracetamol,1118,Giảm đau; hạ sốt,False
pms-Moprazol,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
pms-Nalox 500,Acid nalidixic,134,"Vì vậy, không trộn",True
pms-Nifedipin,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin",False
pms-Pharmox,Amoxicilin,188,"Kháng sinh nhóm beta-lactam, aminopenicilin",False
pms-Piropharm,Piroxicam,1160,Thuốc chống viêm không steroid (nsaid),False
pms-Probio,Lactobacillus acidophilus,874,Vi khuẩn sinh acid lactic,False
pms-Ranitidin 150,Ranitidin,1232,Đối kháng thụ thể h2 histamin,False
pms-Risperidone,Risperidon,1249,Thuốc chống loạn thần,False
pms-Roxithromycin,Roxithromycin,1260,Kháng sinh nhóm macrolid,False
HMG,CoA reductase,285,"Chống co thắt, kháng muscarinic",False
pms-Sorbitol,Sorbitol,1294,Thuốc nhuận tràng thẩm thấu,False
pms-Sparenil,Alverin citrat,172,Chống co thắt cơ trơn,False
pms-Spiramycin,Spiramycin,1299,Kháng sinh (aminocyclitol),False
pms-vitamin E 400 IU,Alpha tocopherol,165,Vitamin,False
pms-Zanimex,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,False
Pmtiam,Cefotiam hydroclorid,360,Kháng sinh loại cephalosporin,False
P-Myclox,Cefotaxim,357,Kháng sinh cephalosporin thế hệ 3,False
Pocos 100,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,False
Pocos 200,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,False
Pocos DT 100,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,False
Podocef,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,False
Podomit,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,False
Podomit 100,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,False
Podomit 200,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,False
Podophyllum resin,Nhựa podophylum,1049,Kháng acid,False
Podoprox-100,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,False
Podoprox-200,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,False
Podoxi 100,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,False
Podoxi 200,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,False
Podoxime 100,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,False
Podoxime 200,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,False
Pokencef,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,False
Polfillin,Pentoxifylin,1129,Thuốc tác dụng trên độ nhớt của máu,False
Polipharm-Roxithromycin,Roxithromycin,1260,Kháng sinh nhóm macrolid,False
Polipirox,Piroxicam,1160,Thuốc chống viêm không steroid (nsaid),False
Polkab,Povidon iod,1166,Sát khuẩn,False
Polono 125,Methylprednisolon,969,Thuốc glucocorticoid tổng hợp,False
Poltini,Tinidazol,1383,"Thuốc chống glôcôm, chống tăng nhãn áp, chẹn beta",False
Poltram 50,Tramadol hydroclorid,1400,Thuốc giảm đau tổng hợp nhóm opioid,False
Poltram 100,Tramadol hydroclorid,1400,Thuốc giảm đau tổng hợp nhóm opioid,False
Polyclox,Amoxicilin,188,"Kháng sinh nhóm beta-lactam, aminopenicilin",False
Polygeline,Polygelin,1162,Chất thay thế huyết tương,False
Polymex-20,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Polzapin,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Polzin,Pioglitazon,1151,Thuốc chống đái tháo đường nhóm thiazolidindion,False
Pomenviol,Testosteron,1344,Hormon sinh dục nam (androgen),False
Ponaicef,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Popofo,Propofol,1201,"Thuốc mê, thuốc an thần",False
Porarac capsules,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Porison inj.,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,False
Pornislon,Prednisolon,1173,Thuốc chống viêm corticosteroid; glucocorticoid,False
Portome,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Posthappy,Levonorgestrel,898,Thuốc tránh thai/thuốc tránh thai khẩn cấp loại,False
Postinor-2,Levonorgestrel,898,Thuốc tránh thai/thuốc tránh thai khẩn cấp loại,False
Postorose,Levonorgestrel,898,Thuốc tránh thai/thuốc tránh thai khẩn cấp loại,False
Potassium chloride,Kali clorid,853,Chất điện giải,False
Potassium iodide,Kali iodid,855,Thuốc trị cường giáp,False
